Date,CAFCA,CBZ,RIO ZIM,DAIRIBORD,DELTA,ECONET,FIDELITY,INNSCOR,TURNALL,MEIK
2020-01-02,1.78,0.7,2.35,0.43,3.41,1.49,0.09,3.54,0.11,2.54
2020-01-03,1.78,0.7,2.35,0.43,3.46,1.5,0.09,3.55,0.11,2.54
2020-01-06,1.78,0.69,2.7,0.43,3.46,1.5,0.09,3.56,0.11,2.55
2020-01-07,1.78,0.69,2.25,0.43,3.46,1.5,0.09,3.57,0.11,2.55
2020-01-08,1.78,0.69,2.25,0.43,3.46,1.5,0.09,3.57,0.11,2.6
2020-01-09,2,0.69,2.25,0.43,3.45,1.5,0.09,3.57,0.11,2.6
2020-01-10,2,0.69,2.25,0.43,3.45,1.51,0.09,3.57,0.11,2.6
2020-01-13,2,0.69,2.25,0.43,3.48,1.51,0.09,3.57,0.11,2.6
2020-01-14,2,0.69,2.25,0.43,3.5,1.55,0.09,3.59,0.11,2.65
2020-01-15,2,0.69,2.25,0.46,3.5,1.54,0.09,3.6,0.11,2.7
2020-01-16,2,0.69,2.25,0.53,3.5,1.56,0.09,3.6,0.12,2.75
2020-01-17,2,0.69,2.25,0.53,3.49,1.56,0.09,3.64,0.12,2.75
2020-01-21,2,0.69,2.25,0.53,3.49,1.58,0.09,3.65,0.13,2.8
2020-01-22,2,0.66,2.25,0.53,3.5,1.6,0.09,3.65,0.11,2.8
2020-01-23,2,0.62,2.31,0.55,3.5,1.6,0.09,3.69,0.11,3
2020-01-24,2,0.64,2.31,0.58,3.5,1.65,0.09,3.71,0.11,2.81
2020-01-27,2,0.64,2.31,0.58,3.5,1.68,0.09,3.82,0.11,3.05
2020-01-28,2,0.64,2.31,0.58,3.51,1.72,0.09,3.71,0.11,3.1
2020-01-29,2,0.64,2.31,0.61,3.66,1.85,0.09,3.88,0.11,3.65
2020-01-30,2,0.67,2.31,0.61,4,1.98,0.09,3.9,0.11,3.1
2020-01-31,2.4,0.67,2.45,0.61,4.22,2.12,0.09,4,0.11,3.1
2020-02-03,2.4,0.73,2.32,0.58,5.06,2.49,0.09,4.5,0.11,3.5
2020-02-04,2.4,0.8,2.32,0.7,4.45,2.29,0.09,4.49,0.11,3.5
2020-02-05,2.88,0.8,2.35,0.7,4.5,2.28,0.09,4.39,0.11,3.5
2020-02-06,2.88,0.8,2.35,0.7,4.5,2.25,0.09,4.5,0.11,3.5
2020-02-07,2.88,0.8,2.35,0.56,4.67,2.2,0.09,4.51,0.11,3.5
2020-02-10,2.88,0.8,2.35,0.57,5.28,2.19,0.1,4.57,0.11,3.5
2020-02-11,2.88,0.8,2.35,0.57,5.25,2.43,0.1,4.57,0.11,3.52
2020-02-12,3.46,0.8,2.35,0.57,5.8,2.43,0.1,5,0.11,4
2020-02-13,4.15,0.8,2.35,0.57,6.02,2.51,0.1,5.33,0.11,4.8
2020-02-14,4.97,0.96,2.82,0.57,7.22,2.99,0.1,5.55,0.11,5.76
2020-02-18,5.97,1.05,3.38,0.57,8.66,3.54,0.1,6.66,0.11,6.91
2020-02-19,6.75,1.05,3.38,0.57,8.66,3.69,0.1,7,0.14,8.28
2020-02-20,8.1,1.05,3.38,0.68,8.5,3.68,0.11,7,0.14,8.5
2020-02-21,8.28,1.06,3.39,0.82,8.05,3.36,0.11,7,0.14,8.5
2020-02-24,9.93,1.07,3.39,0.82,7.53,3.05,0.11,7,0.14,8.5
2020-02-25,9.93,1.07,4.07,0.98,7.51,3,0.11,7,0.14,8.5
2020-02-26,9.93,1.07,4.7,0.86,7.4,2.95,0.11,7,0.14,8.5
2020-02-27,9.93,1,4.7,0.86,7.13,2.9,0.11,7.05,0.14,8.5
2020-02-28,9.93,1,4.7,0.86,6.98,2.8,0.11,7.14,0.14,8.49
2020-03-02,9.93,1.06,4.7,0.86,6.57,2.8,0.11,7.23,0.14,8.39
2020-03-03,11.91,1.06,4.7,0.86,6.5,2.79,0.11,7.26,0.14,8.5
2020-03-04,14.25,1.06,4.7,0.86,6.3,2.79,0.11,7.49,0.14,8.5
2020-03-05,14.25,1.06,4.7,0.86,6,2.75,0.11,7.55,0.14,8.5
2020-03-06,14.25,1.28,5.1,0.7,5.82,2.7,0.11,7.65,0.14,7
2020-03-09,14.25,1.46,5.1,0.7,5.95,2.68,0.11,7.67,0.14,7
2020-03-10,14.25,1.46,5.1,0.75,6.28,2.51,0.11,7.67,0.16,7
2020-03-11,15,1.46,5.1,0.75,6.52,2.7,0.11,7.81,0.16,7
2020-03-12,15,1.46,6.12,0.67,7.08,2.85,0.11,8.08,0.18,8
2020-03-13,18,1.46,7.34,0.67,7.39,2.84,0.11,8.21,0.15,8.4
2020-03-16,19,1.5,7.34,0.57,7.47,3.02,0.11,8.41,0.15,9.73
2020-03-17,19,1.5,6.12,0.57,6.88,2.95,0.11,8.41,0.15,8.58
2020-03-18,19,1.51,6.12,0.57,6.48,2.68,0.11,8.11,0.12,8
2020-03-19,19,1.51,6.12,0.57,6.31,2.65,0.11,8,0.12,6.55
2020-03-20,19,1.52,6.12,0.57,6.29,2.61,0.11,7.85,0.12,7.23
2020-03-23,19,1.52,6.12,0.57,6.66,2.6,0.11,8,0.12,7.85
2020-03-24,19,1.53,6.12,0.57,7.05,3,0.11,8.05,0.12,7.09
2020-03-25,19,1.54,6.14,0.57,7.05,2.81,0.11,8.05,0.12,8.5
2020-03-26,19,1.54,6.13,0.62,6.77,2.62,0.11,7.76,0.1,7.82
2020-03-27,19,1.54,6.12,0.63,6.44,2.49,0.11,7.76,0.1,7.46
2020-03-30,19,1.54,6.14,0.54,6.25,2.51,0.14,7.5,0.1,8.1
2020-03-31,19,1.54,6.14,0.54,6.25,2.55,0.14,7.5,0.1,7.99
2020-04-01,19,1.54,6.14,0.54,6.25,2.65,0.14,7.5,0.1,7.99
2020-04-02,19,1.54,6.14,0.54,6.36,2.65,0.14,7.65,0.1,8
2020-04-03,19,1.54,6.14,0.6,6.21,2.75,0.14,7.52,0.1,8
2020-04-06,19,1.54,6.14,0.6,6.19,2.8,0.14,7.48,0.1,8
2020-04-07,19,1.59,6.14,0.6,6.13,2.81,0.16,7.3,0.1,8
2020-04-08,19,1.8,6.14,0.72,6.15,3,0.16,7.25,0.1,7.11
2020-04-09,19,1.8,6.14,0.72,6.15,2.94,0.16,7.25,0.1,7.11
2020-04-13,19,1.8,6.14,0.86,6.13,3.02,0.16,7.25,0.1,7.08
2020-04-14,19,1.8,5.7,0.69,6.16,3,0.16,7.25,0.1,6.4
2020-04-15,19,1.8,5.1,0.69,6.15,3.01,0.16,7.25,0.1,5.8
2020-04-16,19,1.8,4.8,0.69,6.08,3.02,0.16,7.25,0.1,5.8
2020-04-17,19,1.8,4.8,0.72,6,3.08,0.16,7.26,0.1,6
2020-04-20,19,1.8,4.8,0.72,6,3.17,0.16,7.2,0.1,6
2020-04-21,19,2,5.75,0.72,6.01,3.1,0.16,7.15,0.1,6
2020-04-22,19,2,5.75,0.72,5.97,3.1,0.16,7.15,0.1,6
2020-04-23,19,2,5.05,0.76,5.95,3.11,0.16,7.16,0.12,6
2020-04-24,19,2.05,5.05,0.8,5.9,3.25,0.16,7.17,0.12,6
2020-04-27,19,2.05,5.05,0.8,5.86,3.3,0.16,7.16,0.14,6
2020-04-28,19,2.05,6.06,0.8,5.85,3.3,0.16,7.16,0.17,6
2020-04-29,19,2.05,6.06,0.83,5.85,3.25,0.16,7.17,0.18,6.01
2020-04-30,19,2.05,6.06,0.92,5.8,3.25,0.16,7.16,0.18,6.15
2020-05-01,18,2.05,5.5,0.92,5.81,3.25,0.16,7.16,0.22,6.15
2020-05-04,18,2.05,5.59,1.1,5.82,3.26,0.19,7.16,0.22,6.15
2020-05-05,18,2.05,5.59,1.1,5.86,3.26,0.19,7.17,0.26,6.5
2020-05-06,18,2.3,5.59,1.32,6.31,3.25,0.19,7.25,0.3,6.5
2020-05-07,20,2.76,5.59,1.5,7.55,3.25,0.19,7.25,0.3,6.58
2020-05-08,20,2.76,6.71,1.58,6.89,3.9,0.19,7.25,0.3,6.58
2020-05-11,20,2.76,7.5,1.58,8.25,4.68,0.19,7.52,0.36,6.58
2020-05-12,20,3.31,9,1.58,9.01,4.98,0.19,7.97,0.43,6.58
2020-05-13,20,3.95,9,1.9,9.91,5,0.19,8.42,0.52,7.75
2020-05-14,24,4.74,10.5,2,10.11,5.01,0.19,10.1,0.62,9.3
2020-05-15,24,5.5,12,2.4,10.17,5.26,0.19,11.6,0.57,9.5
2020-05-18,24,5.51,9.6,2.42,10.58,5.51,0.19,11.61,0.69,9.61
2020-05-19,28.75,6.61,7.8,2.88,12.01,5.6,0.19,13.85,0.7,10.18
2020-05-20,28.75,7.93,7.8,2.94,14.37,5.96,0.19,16.42,0.75,9.96
2020-05-21,28.75,9.51,7.8,2.5,14.8,6.3,0.19,16.6,0.75,9.96
2020-05-22,28.75,10.45,7.8,2.97,15.33,7.09,0.19,17.71,0.75,11.94
2020-05-26,28.75,11.06,8.05,3.57,15.36,7.59,0.19,21.25,0.8,11.94
2020-05-27,28.75,13.25,8.05,3.57,18.4,7.51,0.19,25.01,0.7,11.9
2020-05-28,28.75,13.16,9.64,4.06,21.71,8.42,0.19,25.94,0.7,12.14
2020-05-29,34.5,15.75,10.5,4.87,25.87,9.41,0.19,28.25,0.84,13.5
2020-06-01,34.5,15.75,10.5,4.87,25.01,9.47,0.19,25.97,0.84,13.87
2020-06-02,34.5,15.85,11.08,5.78,29.05,9.96,0.19,26.22,0.84,13.61
2020-06-03,34.5,16,11.08,5.78,29.71,9.89,0.19,26.27,0.84,15
2020-06-04,39,17.49,11.08,6.5,24.65,9.82,0.19,24.85,0.84,15
2020-06-05,43,17.5,11.08,6.51,24.68,9.63,0.19,20.14,0.84,15
2020-06-08,43,21,12,6.01,24.81,9,0.19,20,0.84,15
2020-06-09,43,21,12.05,7.2,24.95,8.88,0.19,21.11,0.84,12
2020-06-10,46,22,12.3,6,25.05,8.78,0.19,22,0.84,12
2020-06-11,46,24.72,12,6,24.65,8.79,0.19,22.21,0.89,13.55
2020-06-12,46,29.65,10.5,6.01,22.92,8.47,0.19,22.5,1,15.05
2020-06-15,46,34.66,10.5,6.8,23.08,8.45,0.19,22.53,1,16
2020-06-16,50,33.86,10.5,6.85,24.83,8.4,0.19,22.8,1,16.05
2020-06-17,50,34,10.5,7,25.53,8.6,0.19,22.84,1,16.04
2020-06-18,55,32,11.25,7,26.93,8.62,0.19,22.51,1,16.5
2020-06-19,55,30.52,11.25,7,26.51,8.6,0.19,22.55,1,16.5
2020-06-22,60,30,11.25,8.39,24.04,8.59,0.19,22.5,1,16.51
2020-06-23,60,29.97,11.34,8.43,24.87,8.58,0.19,22.05,1,16.51
2020-06-24,60,29.97,10,8.43,21.34,8.3,0.19,21.33,1,14
2020-06-25,60,29.97,8,6.75,19.59,8.1,0.19,20.79,0.8,12.5
2020-06-26,60,29.97,6.4,6.75,17.73,8.05,0.19,17.71,0.8,13
2020-06-29,60,29.97,6.4,6.75,16.1,7.81,0.19,17.02,0.66,13
2020-06-30,60,24,6.4,5.7,15.5,7.07,0.19,16.94,0.64,13.25
2020-07-01,60,22.58,6.4,4.56,15.9,6.13,0.19,16.5,0.64,13.25
2020-07-02,60,19.71,7.5,4.56,15.91,5.77,0.23,16.15,0.64,13.25
2020-07-06,60,20.55,7.5,4.7,15.93,5.49,0.28,15.99,0.56,12.65
2020-07-07,60,21.96,7.5,4.7,15.89,5.08,0.33,15.35,0.56,12.65
2020-07-08,60,24.87,7.5,4.7,15.85,4.95,0.33,14.94,0.56,12.2
2020-07-09,60,23.07,7.5,4.7,15.75,4.8,0.33,14.66,0.56,12
2020-07-10,60,22.37,7,4.7,15.12,4.62,0.33,13.45,0.56,11.98
2020-07-13,60,24,7,5.3,14.73,4.54,0.33,13.41,0.56,12
2020-07-14,60,24,7,4.76,14.46,4.5,0.33,13.14,0.56,12.2
2020-07-15,60,23.32,7,4.76,14.35,4.5,0.33,13.19,0.56,11.53
2020-07-16,60,23.32,7,4.85,15.04,4.64,0.39,14.81,0.56,11.8
2020-07-17,61,26.95,7.51,4.9,15.85,4.7,0.39,17.49,0.67,11.8
2020-07-20,61,27.95,7.51,4.9,16.53,4.8,0.47,17.5,0.67,13
2020-07-21,62,31.2,7.51,5,17.17,4.51,0.47,17.54,0.81,13
2020-07-22,61,33.66,7.51,6,18.85,4.51,0.56,17.54,0.81,13
2020-07-23,61,33.15,7.51,6,19.23,4.5,0.68,17.82,0.81,14.01
2020-07-24,61,34.71,8.5,6.05,21.73,4.5,0.81,19.09,0.81,14.01
2020-07-27,61,35.68,8.5,6.35,25.25,4.75,0.81,21.37,0.8,14.01
2020-07-28,61,35.68,8.5,6.35,25.52,4.75,0.81,21.84,0.8,14.01
2020-07-29,61,40.19,8.5,7.6,24.31,4.94,0.81,21.99,0.8,14.52
2020-07-30,61,47.25,10.2,8.77,23.92,5,0.81,22.01,0.8,14.6
2020-07-31,61,53.79,10.14,10.41,22.38,5,0.81,21.96,0.8,15.29
2020-08-03,61,55.99,10.5,11,21.59,5.01,0.81,21.88,0.8,16.8
2020-08-04,61,56,10.5,10.94,18.43,5.05,0.81,20.77,0.81,16.9
2020-08-05,61,53.88,12.01,10.95,17.96,5,0.81,20.33,0.8,17.32
2020-08-06,61,53.88,12.01,10.4,17.47,5.09,0.9,20.11,0.94,16.92
2020-08-07,61,55.21,12.05,9.97,16.99,5,0.9,18.26,0.93,14.05
2020-08-10,61,55.21,11.92,9,17.22,5,0.9,17.02,0.8,14.05
2020-08-11,61,55.21,12.1,8.95,17,5,0.9,17,0.8,14
2020-08-12,61,55.21,12.1,9.35,16.98,5,0.9,16.91,0.8,14.05
2020-08-13,61,55.21,12,9.49,16.99,5.02,0.9,17.01,0.64,16
2020-08-14,61,55.21,10,9.49,17,5.01,0.9,17.13,0.64,14.5
2020-08-17,61,55.21,10,9.49,16.99,4.99,0.9,17.76,0.6,15
2020-08-18,61,44.2,11.39,9.49,17.01,4.98,0.96,19.68,0.52,15.03
2020-08-19,61,52.9,11.39,9.49,16.88,4.94,0.96,19.89,0.52,15
2020-08-20,61,52.9,11.39,9.47,17.01,4.84,0.96,19.15,0.52,14
2020-08-21,61,52.9,9.2,9.15,17,4.8,0.96,20,0.52,14.45
2020-08-24,61,42.35,9.2,8.99,17,4.8,0.96,19.91,0.52,14.45
2020-08-25,61,42.35,9.2,8.99,16.94,4.72,0.96,19.9,0.52,15
2020-08-26,61,40,9.2,8.43,16.9,4.7,0.96,18.41,0.52,15.05
2020-08-27,61,40,9.2,8.44,16.64,4.73,0.96,18.28,0.52,15.05
2020-08-28,61,40,9.22,8.4,16.5,4.81,0.96,18.77,0.52,15.7
2020-08-31,61,39.95,8.89,8.44,16.38,4.8,1.15,18.96,0.52,15.7
2020-09-01,61,39.95,8.89,8.44,16.38,4.8,1.15,18.96,0.52,15.7
2020-09-02,61,38.6,8.89,8.44,15.9,4.6,1.15,18.6,0.62,15.36
2020-09-03,61,38.26,8.89,8.44,15.76,4.53,1.15,18.92,0.62,15.36
2020-09-04,61,38,8.89,8.44,15.45,4.51,1.15,18.91,0.58,15.36
2020-09-08,61,38,8.3,8.45,15.19,4.45,1.15,19.02,0.58,15.11
2020-09-09,60.88,41.16,8.3,8.45,14.89,4.37,1.38,19.1,0.58,15.09
2020-09-10,60.88,43.91,8.3,8.45,14.98,4.35,1.38,19.1,0.58,15.11
2020-09-11,60.88,39,8.3,9,15.07,4.28,1.38,19.1,0.58,15.1
2020-09-14,60.88,44.7,8.3,8.51,15.1,4.24,1.38,19.09,0.57,15.1
2020-09-15,60.88,44.7,8.3,9,15.1,4.01,1.38,19.1,0.57,15.15
2020-09-16,60.88,35.8,9.75,9,15.03,4.07,1.46,19.1,0.57,15.29
2020-09-17,60.88,35.8,9.75,9,15,4.01,1.45,19.06,0.57,15.15
2020-09-18,60.88,39.95,9.75,9,14.92,4,1.45,18.94,0.57,15.2
2020-09-21,60.88,39.95,9.75,9,14.83,3.96,1.45,18.81,0.57,15.15
2020-09-22,60.88,40.17,8.5,9,14.8,4,1.45,19.01,0.57,15.15
2020-09-23,60.88,44.45,8.5,8.33,14.79,3.99,1.45,20.91,0.57,15.2
2020-09-24,60.88,44.45,8.5,8,14.75,4,1.45,19.54,0.57,15.36
2020-09-25,60.88,43.9,8.5,8.01,14.75,4,1.45,20.96,0.57,15.5
2020-09-28,61,43.86,8.5,8,14.75,4,1.45,21.01,0.57,15.5
2020-09-29,61,43.9,8.5,8,14.75,3.99,1.45,21.62,0.57,15.5
2020-09-30,61,43.9,8.5,8,14.78,3.99,1.45,24.49,0.57,16
2020-10-01,61,43.9,8.5,9,15.02,3.98,1.4,26.73,0.57,16
2020-10-02,61,43.9,8.5,9,17,3.96,1.4,25.98,0.58,16
2020-10-05,61,43.9,8.5,9,17.05,3.95,1.4,25.19,0.58,16
2020-10-06,61,43.9,8.5,9,17.29,3.95,1.4,25.02,0.58,16
2020-10-07,61,39,8.5,8.98,19.29,4.11,1.5,25.01,0.6,16
2020-10-08,61,37.08,8.5,8.9,22.73,4.81,1.5,25.02,0.6,16
2020-10-09,61,35.15,8.5,8.86,23.96,5.05,1.5,25,0.68,16
2020-10-12,61,39.99,8.5,7.99,23.01,5,1.5,25,0.6,16.96
2020-10-13,61,39.99,8.5,8.5,20.09,5.04,1.5,24.25,0.68,16
2020-10-14,61,37.25,7.73,8.5,19.8,5,1.5,23.54,0.68,16.5
2020-10-15,62,37,7.73,8.5,18.24,5,1.5,23,0.68,16.05
2020-10-16,62,37,7.73,8.5,17.4,5.05,1.5,23.12,0.68,16.05
2020-10-19,61.06,36.95,7.73,8.5,17.29,5.02,1.2,23,0.68,16.1
2020-10-20,73.25,36.95,7.73,9.1,17.31,5.05,1.2,23.03,0.78,16.06
2020-10-21,73.25,33.1,7.73,9.09,17.36,5.05,1.2,23.6,0.78,16.06
2020-10-22,75,35.2,7.73,9.06,17.59,5.45,1.2,25,0.81,16.06
2020-10-23,75,33.7,7.73,8,20.15,5.65,1.44,27.93,0.81,16.06
2020-10-26,75,33.1,7.5,8,20.39,5.85,1.56,28.07,0.81,17.3
2020-10-27,75,33,9,8,22.02,6.5,1.6,30.01,0.78,17.3
2020-10-28,75,38.48,10.76,8.83,23.44,6.77,1.6,30.33,0.78,17.35
2020-10-29,75,44.08,10.76,8.83,24,7,1.5,30.95,0.78,20
2020-10-30,75,45.21,10.76,8.85,23.38,7,1.5,33.15,0.78,20.63
2020-11-02,75,48.96,10.76,8.84,23.02,7.14,1.5,34.05,0.78,20.65
2020-11-03,75,48.96,10.8,8.06,23,7.04,1.51,33.93,0.78,19
2020-11-04,75,55.16,11.2,8.2,23,7.03,1.51,33.51,0.78,19.05
2020-11-05,75,54.39,11.2,9,24.07,7.34,1.51,33.17,0.78,17.84
2020-11-06,75,62.28,11.2,9,24.97,7.21,1.51,33.53,0.78,17.84
2020-11-09,85,59.1,12,9,25.18,7.4,1.51,33.46,0.78,17.84
2020-11-10,85,70.9,12,9,25.09,7.8,1.7,32.97,0.78,17.84
2020-11-11,85,67.15,12,8.94,24.99,7.8,1.9,33.22,0.78,17.84
2020-11-12,85,66.55,12,8.94,24.97,7.8,1.7,33.25,0.78,17.84
2020-11-13,85,79.85,14.74,10.61,25,7.84,1.7,33.25,0.78,20.01
2020-11-16,85,77.49,15,9.31,26.84,7.95,1.7,34.89,0.8,20.44
2020-11-17,89.9,77.54,15.63,11.17,26.66,9.47,2,36.8,0.8,24
2020-11-18,89.9,85,14.95,10.97,23.53,9.5,1.91,37.11,0.93,25.42
2020-11-19,89.9,85.46,14.95,13.1,22.75,9.45,1.91,37.03,0.93,22
2020-11-20,89.9,85.46,12,12.73,20.56,9.4,1.91,35.54,0.93,22
2020-11-23,89.9,84.67,12.92,13.1,20.42,9.2,1.91,29.29,0.93,19.8
2020-11-24,89.9,80,12.92,13.1,23,8.54,1.91,24.63,0.78,19.22
2020-11-25,89.9,84.42,13,13.1,23.37,8.12,1.92,28.4,0.78,20.21
2020-11-27,90,75,13,13,24.91,8.1,1.92,29.76,0.75,21.23
2020-11-30,85,73.87,13.25,13,24.5,8.01,1.9,32.17,0.74,22.99
2020-12-01,85,69,13.25,13,24.97,8.49,1.9,33.56,0.74,20.33
2020-12-02,85,74.08,13.42,13,24.5,8,1.9,34.6,0.72,24
2020-12-03,85,86,13.5,14.41,24.5,8.11,1.9,35.05,0.78,23.06
2020-12-04,85,96.91,10.8,15,24.52,8,1.9,38.49,0.74,24.06
2020-12-07,85,96.91,10.8,15.4,25,8.01,1.9,38.91,0.78,24.01
2020-12-08,85,90,10.8,15,26.46,8.73,1.9,40.9,0.78,24.13
2020-12-09,90,96.08,12.95,15,30.52,9.27,1.9,43.05,0.8,28.48
2020-12-10,80,100,12.95,15.03,35.42,10.23,1.9,43.09,0.85,30
2020-12-11,90,99.99,12.95,18,41.86,12.25,2.02,47.19,0.92,35.63
2020-12-14,80.02,107.23,15.31,21.6,41.16,14.24,2.28,46.61,0.92,38.44
2020-12-15,80.02,109,13,19.49,33.1,14.41,2.28,40.12,0.95,33.89
2020-12-16,80.02,107,13,19.5,33.53,14.27,2.28,41.26,1.01,33.26
2020-12-17,64.57,106.92,13,19.45,35.58,14.14,2.2,40.14,0.99,37.68
2020-12-18,69.4,106.92,13,19.45,38.01,14.09,2.2,43.01,0.99,39.18
2020-12-21,80,103.9,13,19.45,38.63,13.95,2.2,46.79,0.9,39.5
2020-12-22,80,103.9,15.6,20.01,40.45,14.19,2.2,52.9,0.9,40
2020-12-23,80,102.55,15.6,20.5,44.51,14.78,2.2,58.25,0.9,41.05
2020-12-24,80,92.4,15.6,20.81,47.21,16.64,2.2,58.87,0.9,40.97
2020-12-28,80,90.25,17.89,24,48,19.75,2.2,59.74,0.92,43.53
